,Unnamed: 0,films,status,tagline,pg_val,original_language,production_companies,spoken_languages
7330,7330,No Man of God,Released,No Man of God,False,en,"XYZ Films, Company X, SpectreVision",English
7331,7331,The Seventh Day,Released,God help us.,F,en,"Cinestate, Fangoria Films","English, Spanish"
7332,7332,Meek's Cutoff,Released,The Road to Civilisation is Not Always Civilised.,False,en,"Oscilloscope, filmscience, Evenstar Films",English
7333,7333,Sugar & Spice,Released,Why would the most popular girl in school wear a mask?,False,en,New Line Cinema,English
7334,7334,I'm Not Ashamed,Released,Her faith would touch the world.,False,en,"Visible Pictures, All Entertainment",English
7335,7335,The Black Cat,Released,Things you never said before nor even dreamed of!,False,en,Universal Pictures,"English, Latin, Hungarian, French"
7336,7336,Martin,Released,He could be the boy next door...,False,en,Laurel Entertainment,English
7337,7337,The Upside of Anger,Released,Sometimes what tears us apart helps us put it back together.,F,en,New Line Cinema,English
7338,7338,Paradise Now,Released,"From the most unexpected place, come a new call for peace",F,en,"Eurimages, Lama Films, Augustus Film, Lama Productions, Lumer Films, Filmstiftung Nordrhein-Westfalen, Razor Film Produktion, Nederlands Fonds voor de Film, ARTE France Cinéma, Medienboard Berlin-Brandenburg, Hazazah Pictures","Arabic, English"
7339,7339,The United States vs. Billie Holiday,Released,Her voice would not be silenced.,False,en,"Lee Daniels Entertainment, Roth-Kirschenbaum Films","Mandarin, English, French, German, Italian"
7340,7340,Marlowe,Released,Los Angeles 1939. Outside the spotlight lies a city of secrets.,F,en,"Parallel Films, H2L Media Group, Nickel City Pictures, StoryBoard Media, Davis Films, Aperture Media Partners, Elipsis Capital, Jeff Rice Films, The Foley Lab, Briarcliff Entertainment, Fís Éireann/Screen Ireland",English
7341,7341,Made in Italy,Released,Made in Italy,F,en,"Indiana Production, Rojovid Films, CrossDay Productions, Lionsgate","English, German"
7342,7342,Don,Released,The Chase Begins Again,F,hi,Excel Entertainment,Hindi
7343,7343,Rosaline,Released,"The love story you know, the ex you don’t.",F,en,"21 Laps Entertainment, 20th Century Studios",English
7344,7344,The Addiction,Released,The dark is their sunlight. What makes them different is what keeps them alive.,False,en,"October Films, Fastnet Films, Guild",English
7345,7345,Breaking Away,Released,The movie that tells you exactly what you can do with your high school diploma!,F,en,20th Century Fox,"English, Italian"
7346,7346,Violet & Daisy,Released,Too much sugar can kill you.,False,en,"Magic Violet, GreeneStreet Films, Wild Bunch",English
7348,7348,Land and Freedom,Released,Land and Freedom,False,en,"Road Movies, BIM Distribuzione, Filmstiftung Nordrhein-Westfalen, Diaphana Films, Eurimages, Road Movies Dritte Produktionen, Parallax Pictures, Degeto Film, BBC, Canal+ España, Working Title Films, British Screen Productions, Messidor Films, European Co-production Fund, TVE","Catalan, English, Spanish"
7349,7349,At Close Range,Released,Like father. Like son. Like hell.,F,en,"Hemdale Film Corporation, Cinema 84",English
7351,7351,Lizzie,Released,The legend of Lizzie Borden,False,en,"Artina Films, Destro Films, Powder Hound Pictures, The Solution",English
7352,7352,Redbelt,Released,There's always a way out. You just have to find it.,F,en,Sony Pictures Classics,English
7353,7353,Terra Formars,Released,We're the ones who will survive.,False,ja,LIDENFILMS,Japanese
7354,7354,Abandoned,Released,"In this house, you're never yourself. And never alone.",False,en,Vertical Entertainment,English
7355,7355,Bad Boy Bubby,Released,All He Needs Is Love.,F,en,"Australian Film Finance Corporation, Bubby Productions, Fandango, South Australian Film Corporation",English
7356,7356,Ginger Snaps Back: The Beginning,Released,Evil Rises.,False,en,"49 Film, Lions Gate Films, Copperheart Entertainment","English, Cree"
7357,7357,Johnny Handsome,Released,"They changed his looks, his life and his future... but they couldn't change his past .",F,en,"Guber/Peters Company, Roven Productions, Carolco Pictures",English
7358,7358,Veer-Zaara,Released,A Love Legend,False,hi,Yash Raj Films,"Hindi, Urdu, Punjabi"
7359,7359,Victor Crowley,Released,Return to his Swamp,F,en,ArieScope Pictures,English
7360,7360,Xanadu,Released,"A Fantasy, A Musical, A Place Where Dreams Come True.",False,en,Universal Pictures,English
7361,7361,The Canyons,Released,It's not the hills.,F,en,"Filmworks/FX, Prettybird, Post Empire Films, Sodium Fox",English
7362,7362,Run Hide Fight,Released,Run Hide Fight,False,en,"Cinestate, Rebeller, Bonfire Legend",English
7363,7363,Dark Was the Night,Released,Evil's Roots Run Deep,F,en,"Maiden Woods Films, Caliber Media Company, Foggy Bottom Pictures, Preferred Content, Sundial Pictures, The Molecule, First Take Films",English
7364,7364,Love and Leashes,Released,Will you dominate me?,F,ko,See At Film,Korean
7365,7365,What Keeps You Alive,Released,There's a demon inside.,F,en,Digital Interference Productions,English
7366,7366,Shéhérazade,Released,Shéhérazade,False,fr,"Geko Films, ARTE France Cinéma",French
7367,7367,Future World,Released,It's closer than you think.,False,en,"AMBI Group, Black Sparrow Films, Dark Rabbit Productions, Premiere Picture",English
7368,7368,London Fields,Released,"All of them want her, one of them wants her... dead.",False,en,"Muse Productions, Periscope Entertainment, Head Gear Films, Curiously Bright Entertainment, Living the Dream Films, MindSky Entertainment, Vedette Finance, Tartan, 20th Century Fox","English, Portuguese"
7369,7369,Heaven,Released,"When you take justice into your own hands, what are the consequences?",F,en,"Miramax, Mirage Enterprises, X Filme Creative Pool","English, Italian"
7370,7370,Devil's Gate,Released,Every family has its secrets.,False,en,"Mednick Productions, Caramel Films",English
7371,7371,Trail of the Pink Panther,Released,The Newest and Funniest 'Panther' of them all.,F,en,"Titan Productions, Blake Edwards, United Artists, Lakeline Productions, Amjo Productions",English
7372,7372,Giant Little Ones,Released,Love without labels. Live without regrets.,F,en,"Euclid 431 Pictures, Scythia Films, Storyboard Entertainment, Sugar Shack Productions",English
7373,7373,Same Kind of Different as Me,Released,Based On The Incredible True Story That Inspired Millions,False,en,"Chazown Pictures, Paramount, Disruption Entertainment",English
7374,7374,Jagged Edge,Released,"When a murder case is this shocking, which do you trust... your emotions or the evidence?",False,en,"Delphi IV Productions, Columbia Pictures",English
7375,7375,Miss Meadows,Released,She doesn't play well with others.,False,en,"Wiretap Films, Myriad Pictures",English
7376,7376,Daphne & Velma,Released,Before Scooby-Doo these B.F.F.s had a clue.,F,en,"Blue Ribbon Content, Blondie Girl Productions, Lifeboat Productions",English
7377,7377,Another Me,Released,She’s watching. She’s waiting. She wants your life.,False,en,"Rainy Day Films, Tornasol Films",English
7378,7378,The Benefactor,Released,His help comes at a price.,F,en,"KSM, Audax Films, Big Shoes Media, Celerity Pictures, End Cue, Follow Through Productions, Magnolia Entertainment, Soaring Flight Productions, TideRock Media, Treehouse Pictures",English
7379,7379,Snow White: A Tale of Terror,Released,The fairy tale is over.,False,en,"Interscope Communications, PolyGram Filmed Entertainment",English
7380,7380,The Damned,Released,Heaven help us.,F,en,"Launchpad Productions, Bowery Hills Entertainment, RCN Films & e-nnovva",English
7381,7381,Country Strong,Released,It doesn't matter where you've been as long as you come back strong.,F,en,"Maguire Entertainment, Screen Gems, Sony Pictures Home Entertainment, Material Pictures, TVM Studios",English
7382,7382,Date and Switch,Released,Love's all about the right combination.,F,en,"Dude Productions, Laurence Mark Productions",English
7383,7383,Flower,Released,Bad decisions. Good intentions.,False,en,"Diablo Entertainment, Rough House Pictures, Metalwork Pictures",English
7384,7384,Airport 1975,Released,"Something hit us... The crew is dead... Help us, please, please help us!",F,en,Universal Pictures,English
7385,7385,Steel,Released,Heroes don't come any bigger.,F,en,"Quincy Jones-David Salzman Entertainment, Warner Bros. Pictures, DC Comics",English
7386,7386,The Picture of Dorian Gray,Released,Why did women talk about Dorian Gray in whispers?,False,en,Metro-Goldwyn-Mayer,English
7387,7387,Stop-Loss,Released,The bravest place to stand is by each other's side.,F,en,"MTV Films, Peirce Pictures, Paramount, Scott Rudin Productions",English
7388,7388,The Romantics,Released,The Romantics,False,en,"10th Hole Productions, Benaroya Pictures, Four of a Kind Productions, Paramount Famous Productions, Paramount, Team Todd, Plum Pictures","English, French"
7389,7389,The Hit List,Released,Who's on your list?,False,en,North by Northwest Entertainment,English
7390,7390,Shadow Dancer,Released,Shadow Dancer,False,en,"BBC Film, Element Pictures, Lipsync Productions, UKFS, Unanimous Entertainment, Fís Éireann/Screen Ireland",English
7391,7391,Ripley's Game,Released,Older. Wiser. More Talented.,F,en,"Mr. Mudd Production, Baby Films, Cattleya",English
7392,7392,All the Right Moves,Released,He has everything at stake. He can't afford to lose. He's got to make all the right moves.,F,en,"Lucille Ball Productions, 20th Century Fox",English
7393,7393,The Chamber,Released,Time is running out.,False,en,"Universal Pictures, Imagine Entertainment, Davis Entertainment",English
7394,7394,Poetic Justice,Released,A Street Romance.,F,en,Columbia Pictures,English
7395,7395,Married to the Mob,Released,They're her family... Whether she likes it or not.,False,en,"Orion Pictures, Mysterious Arts",English
7396,7396,The Woods,Released,"Private school, deadly lessons.",False,en,"SLS Video Productions, United Artists, Furst Films, Cinegreen, Cinerenta Feature Films",English
7397,7397,Death of Me,Released,True love takes sacrifice,F,en,"Lionsgate, Saban Films, 13 Films, Benetone Films, Dobre Films, Envision Media Arts, Media Finance Capital","English, Thai"
7398,7398,Magic,Released,A terrifying love story.,False,en,"Joseph E. Levine Productions, 20th Century Fox",English
7399,7399,Pirates,Released,Our Ship's Highly-Trained Staff Awaits You.,F,en,"Cominco, Carthago Films, Accent Films, Cannon Group","English, French, Spanish"
7400,7400,Hardcore,Released,"Oh my God, that's my daughter.",F,en,"A-Team, Columbia Pictures","English, Spanish"
7401,7401,Vacancy 2: The First Cut,Released,"If the camera is on, you're dead.",F,en,,English
7402,7402,Return of the Fly,Released,Out of the World of Atomic Mutation It Rises - With the Dread Curse of the Father Upon It!,False,en,"Associated Producers (API), 20th Century Fox","English, French"
7403,7403,Intruder,Released,He’s just crazy bout this store!,F,en,"Beyond Infinity, Full Moon Features, Phantom Productions, Empire Pictures",English
7404,7404,American Satan,Released,Rock & roll is where God and The Devil shake hands,F,en,"Intrinsic Value Films, Sumerian Films, Jeff Rice Films",English
7405,7405,Casshern,Released,When a hero falls a legend will rise,F,ja,Tatsunoko Production,Japanese
7406,7406,Blackthorn,Released,No destiny,False,en,"Audiovisual Aval SGR, Quickfire Films, Arcadia Motion Pictures, Noodles Production, Canal+ España, ICAA, ONO, Ariane Mararía Films, Nix Films, Eter Pictures, Manto Films, Pegaso Producciones, Ibermedia European Community Program, TVE","Spanish, English"
7407,7407,Heaven & Earth,Released,An amazing true story of survival.,False,en,"Regency Enterprises, Warner Bros. Pictures","English, Vietnamese"
7408,7408,Mishima: A Life in Four Chapters,Released,"On November 25, 1970, Japan's greatest author Yukio Mishima committed an act that shocked the literary world...",F,ja,"Lucasfilm Ltd., American Zoetrope, M Company, Tristone Entertainment","English, Japanese"
7409,7409,Lenny,Released,"Lenny Said It. ""Hot Honey"" Did It. Together They Shocked America.",False,en,Marvin Worth Productions,English
7410,7410,Hearts Beat Loud,Released,Music runs in the family,F,en,"Burn Later Productions, Houston King Productions, Park Pictures Features, Stage 6 Films",English
7411,7411,Big Ass Spider!,Released,Big Ass Spider!,False,en,"Epic Pictures Group, Snowfort Pictures",English
7412,7412,The Lady,Released,From House Arrest to Parliament,False,en,"Siam Movies, Left Bank Pictures, Canal+, France Télévisions, EuropaCorp, France 2 Cinéma, CinéCinéma","English, Burmese"
7413,7413,Swing Vote,Released,One ordinary guy is giving the candidates a reason to run.,False,en,Touchstone Pictures,English
7414,7414,Santa Claus: The Movie,Released,You'd better watch out! This year he REALLY IS coming to town.,False,en,"TriStar Pictures, Calash Corporation, GGG, Santa Claus Ltd.",English
7415,7415,Wing Commander,Released,An action packed thrill ride!,F,en,"Wing Commander Productions, American Entertainment Investors, Digital Anvil, No Prisoners Productions, Origin Systems Inc., The Carousel Picture Company",English
7416,7416,Brain Damage,Released,It's a headache from Hell.,False,en,Palisades Partners,English
7417,7417,The Big Bounce,Released,It's all in who you trust,F,en,"Shangri-La Entertainment, Material, Taormina Productions",English
7418,7418,You Won't Be Alone,Released,It's a wicked thing this world.,False,en,"Causeway Films, Head Gear Films, Metrol Technology",Macedonian
7419,7419,Blue Bayou,Released,It's not where you're from. It's where you belong.,F,en,"Entertainment One, MACRO, Focus Features","Korean, Vietnamese, English"
7420,7420,Superintelligence,Released,Single. Unemployed. Likes James Corden.,F,en,"On the Day, Warner Bros. Pictures, New Line Cinema, Creative Wealth Media Finance",English
