,Name,ID,Gender,Age,Genres,Popularity,Followers
1079,Marco Borsato,3D2GUXbtlL3r2d5HJEnsFD,male,53,"['dutch cabaret', 'dutch pop', 'dutch rock']",53,724850
1080,Lorenzo De Monteclaro,4YnO1u0lWE4lXZKy8wXjZX,male,0,"['banda', 'grupera', 'musica mexicana', 'norteno']",50,616398
1081,Nayt,7tmTvmqgTBcX88ZrSHByrD,,0,['italian hip hop'],58,519338
1082,Bacilos,1mux8L6xg2Cmrc7k0wQczl,mixed,25,"['colombian pop', 'latin alternative', 'latin pop', 'rock en espanol']",67,1792913
1083,Young M.A,7LvoDJUNGnOrPdGRzVtOJ9,female,28,"['alternative r&b', 'lgbtq+ hip hop', 'nyc rap', 'rap', 'trap']",57,1433671
1084,Elodie,7GgpsUpkj3olseoaTY7TEY,mixed,9,"['italian adult pop', 'italian pop']",65,754821
1085,Naps,6W5uA6CNMf3hd2j4a2XWCx,male,29,"['french hip hop', 'pop urbaine', 'rap marseille']",67,2895531
1086,MellemFingaMuzik,6aAQxKW3u9K01sGfdMm5DD,,0,"['danish hip hop', 'danish pop']",44,42212
1087,Sleepy Tom,03Tk5nZMEoqaWZOXoiN7Km,male,30,[],60,8676
1088,Snova,5oOyEfGd8NxAKA41zGQhoj,male,29,[],40,1480
1089,Pietro Lombardi,387fj6TuPJ3y2H8ViAm6r0,male,28,['german pop'],49,477128
1090,Era Istrefi,4poL7YCSkG7kMnWjAdDU91,female,26,"['albanian hip hop', 'albanian pop', 'kosovan pop']",52,145178
1091,Samir Roashan,3Q3LoOm0Vurrhwwb3Xbkdm,mixed,6,['afghan pop'],32,6187
1092,Ceza,28Qbi9jTj2eej21P2mImZI,male,42,"['azeri rap', 'turkish hip hop']",61,3682150
1093,Los Enanitos Verdes,4TK1gDgb7QKoPFlzRrBRgR,mixed,41,"['argentine rock', 'latin alternative', 'latin pop', 'latin rock', 'mexican pop', 'rock en espanol', 'ska argentino']",70,3951790
1094,Sheila On 7,6q87vizIEdEN4NvlR6mjfT,mixed,24,"['indonesian alternative rock', 'indonesian pop']",68,7014568
1095,Ray Dalton,4e0nWw2r4BoQSKPQ2zpU13,male,29,['pop dance'],71,61233
1096,Pokémon,6goK4KMSdP4A8lw8jk4ADk,mixed,24,"['cartoon', 'otacore']",51,267048
1097,Szpaku,0Wi2fADbhwXlPUWxBmzo99,male,0,['polish hip hop'],62,767162
1098,Katastrofe,48XeauxB5rhLPXPtACuuUR,,0,"['norwegian hip hop', 'norwegian pop', 'russelater']",45,74481
1099,Kiesza,4zxvC7CRGvggq9EWXOpwAo,female,31,"['electropop', 'pop edm']",51,294460
1100,Travis Barker,4exLIFE8sISLr28sqG1qNX,male,44,['rap rock'],65,440478
1101,Shakin' Stevens,0wi4yTYlGtEnbGo4ltZTib,male,72,"['classic uk pop', 'rockabilly']",68,141184
1102,Moha La Squale,4vtz0m60CCrcsQmqDunDIR,,0,"['french hip hop', 'pop urbaine', 'rap francais']",56,1979190
1103,Hindia,51kyrUsAVqUBcoDEMFkX12,male,26,['indonesian pop'],71,2624369
1104,G.E.M.,7aRC4L63dBn3CiLDuWaLSI,female,28,['mandopop'],63,2646476
1105,Dhvani Bhanushali,1OPqAyxsQc8mcRmoNBAnVk,female,0,"['desi pop', 'filmi', 'modern bollywood']",65,4636253
1106,KIDS SEE GHOSTS,2hPgGN4uhvXAxiXQBIXOmE,mixed,0,['rap'],57,944629
1107,Gabriel Diniz,3WQ1s2QFvL6crxBvrVhwzj,male,28,"['forro', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",45,1882380
1108,Rvfv,2CCgb0KApjfQDuTppovpf8,,0,"['drill espanol', 'flamenco urbano', 'urbano espanol', 'urbano latino']",69,546701
1109,Residente,5GcWBUX00IPuWVGMIRK1sS,male,42,['venezuelan hip hop'],57,1304006
1110,Ernia,3fhMfkPPzksWuw0hEm4ldm,male,26,"['italian hip hop', 'italian pop', 'milan indie']",64,884279
1111,Bobby Shmurda,34Y0ldeyUv7jBvukWOGASO,male,25,"['nyc rap', 'rap', 'southern hip hop', 'trap']",55,1497218
1112,Loren Allred,0LyOADBjj28cbvJWTXUEGA,female,30,"['deep talent show', 'hollywood', 'movie tunes']",56,152552
1113,The Police,5NGO30tJxFlKixkPSgXcFE,mixed,43,"['album rock', 'classic rock', 'permanent wave', 'rock']",74,5801437
1114,Sivas,3W7YeaPmcpi1UFutTF49kx,male,0,"['danish hip hop', 'danish pop']",49,63151
1115,Daryl Hall & John Oates,77tT1kLj6mCWtFNqiOmP9H,mixed,53,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']",73,2282890
1116,Damas Gratis,3YeBTR1Q1rUxKguz4jP6UV,mixed,0,"['cumbia 420', 'cumbia pop', 'cumbia villera']",64,2064709
1117,Mala Rodríguez,3Ces1OJeGOVGcUB0wPaPXJ,female,41,"['latin hip hop', 'rap latina']",53,549662
1118,SANNI,4KbUzTS1NC8GHIe9LkwIPS,female,27,[],31,12180
1119,DrefQuila,5pughe5rcsOq3GF0utMOs5,,0,"['reggaeton chileno', 'trap chileno', 'trap latino', 'urbano chileno']",60,1055557
1120,Cynthia Luz,0QHGCPmM4UgeNvrNPntSlu,female,0,"['brazilian hip hop', 'r&b brasileiro', 'rap feminino nacional']",59,1161458
1121,Estrada,2GneXHHf3TSS7swhr1uzzE,mixed,0,[],28,19113
1122,João Neto & Frederico,2FrLTuXGuFDzQsjKidB03W,mixed,0,"['agronejo', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",58,3670843
1123,Rammstein,6wWVKhxIU2cEi0K81v7HvP,mixed,26,"['german metal', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']",77,9028068
1124,Summer Walker,57LYzLEk2LcFghVwuWbcuS,female,24,"['r&b', 'rap']",77,5764823
1125,White 2115,4nPxrGG7k7aEKmNLsfX4cd,male,0,"['polish hip hop', 'polish trap']",66,1179540
1126,Wale,67nwj3Y5sZQLl72VNUHEYE,male,35,"['pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",68,4200638
1127,Hilltop Hoods,7dlqUnjoF2U2DkNDMhcgG4,mixed,29,['australian hip hop'],60,867243
1128,Famke Louise,4Dm1MX4VPbtLssAQeBhHFo,female,0,['dutch pop'],39,182855
1129,Huncho Jack,6extd4B6hl8VTmnlhpl2bY,mixed,0,"['melodic rap', 'trap']",54,1180143
1130,Marcus King,0FeWKiZSwBRdGzqeCdlH1a,mixed,0,"['modern blues', 'modern blues rock']",50,191242
1131,Vicente Fernández,4PPoI9LuYeFX8V674Z1R6l,male,0,"['mariachi', 'ranchera']",74,9883000
1132,Leiva,5Hsv8dUHHOdnn72q4XIVz7,male,0,"['cantautor', 'latin arena pop', 'spanish indie pop', 'spanish pop', 'spanish rock']",61,714603
1133,Falco,0hLd40hVpRDGENe4KGZLnW,male,0,"['austropop', 'neue deutsche welle']",56,508671
1134,Bobby V.,4HgF4KnohByNElYid7iCNb,,0,"['contemporary r&b', 'dirty south rap', 'hip pop', 'r&b', 'urban contemporary']",58,952816
1135,Vula,6YqhcZlSE8ugUcmoHLw9gz,female,0,[],51,2831
1136,Lérica,4d3kmfoZBTuUPSUjgP45uo,mixed,0,['spanish pop'],53,86054
1137,ONE OK ROCK,7k73EtZwoPs516ZxE72KsO,mixed,15,"['j-pop', 'j-rock', 'japanese emo']",69,5232353
1138,Humberto Corona,2qcIbWCjWsumiZXYlfljG8,mixed,10,[],14,1577
1139,HUGEL,5PlfkPxwCpRRWQJBxCa0By,male,0,['deep house'],65,178572
1140,Marco Mengoni,3xGlLcG9CUrs5MvFkSLOS5,male,31,"['italian adult pop', 'italian pop']",63,1967405
1141,Rennan da Penha,7ecRwFks8F2vYad383BkKf,male,0,"['funk 150 bpm', 'funk carioca', 'funk rj']",50,173814
1142,Pentatonix,26AHtbjWKiwYzsoGoUZq53,mixed,9,"['a cappella', 'viral pop']",78,3673900
1143,Zayion McCall,5AsWcQXw4RJFRWBbwa0ti0,male,0,[],38,10194
1144,Zay Hilfigerrr,7nKeLE1toRtW4M279iS26h,male,0,['viral trap'],38,63832
1145,Mister V,5qisLjDrKoHMI9zOK2hfzs,male,26,"['french hip hop', 'pop urbaine', 'rap francais']",53,571986
1146,PNAU,6n28c9qs9hNGriNa72b26u,mixed,21,"['alternative dance', 'aussietronica', 'australian dance', 'australian electropop']",69,221122
1147,Poo Bear,3JXpwnHbLvXxY99EuXqFPX,male,0,['pop r&b'],56,49627
1148,Pepe Aguilar,03Yb3iBy9GCifXiATEFcit,male,51,"['banda', 'latin talent show', 'mariachi', 'musica mexicana', 'ranchera']",67,4367784
1149,Thiago Brava,1LGh5vyaoQP9bgTwLSMTyW,male,34,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",50,1989948
1150,Alessandra Amoroso,2pjb5ffSoVTr5lRYQXlnPu,female,33,"['italian adult pop', 'italian pop']",53,1489504
1151,Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,mixed,12,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']",70,6537801
1152,Santaferia,22QaKKmBIH3QiotuG30W3o,mixed,14,['cumbia chilena'],59,1253200
1153,Papatinho,0iZz25uH5PLaShpqq84uYv,,0,"['brazilian hip hop', 'funk carioca']",60,570443
1154,Hombres G,60uh2KYYSCqAgJNxcU4DA0,mixed,38,"['latin alternative', 'latin pop', 'mexican pop', 'rock en espanol', 'spanish rock']",69,4139339
1155,Tati Zaqui,0e68cnJyUTJu1nEuxxMSLm,female,26,['funk carioca'],44,1171676
1156,Ana Gabriel,41ESHLayJ5sDKjAOv6cMhe,female,0,"['latin pop', 'mariachi', 'ranchera']",69,4055819
1157,JEON SOMI,7zYj9S9SdIunYCfSm7vzAR,male,0,['k-pop'],64,2382945
1158,Elastinen,7DdW8Ert3Z36hb1FkaZWiI,male,39,"['finnish dance pop', 'finnish hip hop', 'finnish pop', 'iskelma']",50,101321
1159,Manuel Carrasco,7qAoXV4U0qDxQAUqhszjAA,male,39,"['carnaval cadiz', 'pop flamenco', 'spanish pop']",64,2165758
1160,Metallica,2ye2Wgw4gimLv2eAKyk1NB,,0,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",79,26550456
1161,Kalash,3J7r4VsNmuWixU0nXvyPd8,male,0,"['cloud rap francais', 'french hip hop', 'pop urbaine', 'rap antillais', 'trap antillais']",59,654569
1162,Random Encounters,23Mk68F0po0fPFDUXLY0wX,male,42,"['otacore', 'pixel']",48,317704
1163,Hardy Caprio,7FqkRutc4zWMrnEAUv3Xwd,male,24,"['afroswing', 'grime', 'uk hip hop']",51,393905
1164,UM44K,3zhKxZr516VdNDa8v3oft2,,0,"['funk carioca', 'nova mpb', 'pop rap brasileiro']",50,1393559
1165,Sadek,63MCBZRiUdnqRsAOJwijiB,,0,"['french hip hop', 'pop urbaine', 'rap francais']",55,1045401
1166,Natalie Jane,5bfglVyGJppmmNoC2rhBUG,mixed,0,['singer-songwriter pop'],63,735012
1167,Rich Brian,2IDLDx25HU1nQMKde4n61a,male,20,['indonesian hip hop'],65,2179199
1168,TACONAFIDE,5vgHNLPDrYD3hztA8yKoxP,mixed,2,"['polish hip hop', 'polish trap']",52,747407
1169,Natanael Cano,0elWFr7TW8piilVRYJUe4P,male,0,"['corrido', 'corridos tumbados', 'musica mexicana', 'sad sierreno', 'sierreno']",85,9905762
1170,Luccas Carlos,5WFFFHVqeVk5tLuYh2KjQy,,0,"['brazilian hip hop', 'pop nacional', 'pop rap brasileiro', 'r&b brasileiro']",64,922855
1171,Swarmz,2yPprAQlrIQWu60g09B9MZ,male,0,['uk hip hop'],49,204374
1172,Yerai R,1d9KyLzLJGWNVuWjNH4WmY,male,0,['corrido'],49,38469
1173,ZHU,28j8lBWDdDSHSSt5oPlsX2,female,0,"['edm', 'electro house']",61,871046
1174,Jarabe De Palo,5B6H1Dq77AV1LZWrbNsuH5,mixed,24,"['latin alternative', 'latin rock', 'rock en espanol', 'spanish pop', 'spanish rock']",64,1588760
1175,Nelly,2gBjLmx6zQnFGQJCAQpRgw,male,45,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']",72,2614317
1176,YUNGBLUD,6Ad91Jof8Niiw0lGLLi3NW,male,22,"['british indie rock', 'modern rock', 'pov: indie', 'rock']",66,2194901
1177,Joshi Mizu,03bmDyr8klGV17DKQnPZVA,male,0,['german hip hop'],46,49012
1178,187 Strassenbande,2j2rh3oQh4QEUnNTDKYSJD,mixed,11,"['german hip hop', 'hamburg hip hop']",57,1448240
1179,Esko,0rQ69yrbz7CeUmXUn1beIj,male,0,['dutch hip hop'],51,63676
1180,MC's Jhowzinho & Kadinho,2Q4r4Epfaaho06ONTHx7OS,mixed,0,"['brega funk', 'funk carioca', 'funk ostentacao']",46,956497
1181,Lauren Alaina,1v3tdpIdBSW14rHUfiEVOv,female,25,"['contemporary country', 'country', 'country dawn', 'country road']",62,633330
1182,Henkie T,3n51Vz9Zb9aFmoXmXZ50El,male,0,"['dutch hip hop', 'dutch rap pop']",55,117613
1183,TopGunn,4nXezpatStChCEWVvYLjd5,male,29,"['danish hip hop', 'danish pop']",54,107000
1184,G.R.L.,3Yl4nkmEa8BSuGWbwhdLDq,mixed,7,"['girl group', 'post-teen pop', 'talent show']",51,418654
1185,Nikke Ankara,2E5rkwWAKphgpurncaoAyn,male,0,"['finnish dance pop', 'finnish hip hop', 'finnish pop']",41,56404
1186,Europe,7Js6Lde8thlIHXggv2SCBz,mixed,0,"['album rock', 'glam metal', 'hard rock', 'rock', 'swedish hard rock', 'swedish melodic rock']",62,1463767
1187,Drew Love,76yeOnINtQSXyoEHbkYmtY,,0,[],46,12968
1188,Viru Kumbieron,7edrtXagYn0nCFOwQp8AS1,mixed,0,"['cumbia pop', 'cumbia villera']",52,72974
1189,Giveon,4fxd5Ee7UefO4CUXgwJ7IP,,0,['r&b'],75,3375154
1190,Xand Avião,43DRDu6nLSeIedZ7T1A616,male,38,"['arrocha', 'forro', 'forro de favela', 'funk carioca']",65,3125495
1191,Dynell,7oCLjINIMWifuknBBsg3CO,male,0,[],42,2838
1192,AzzyLand,3WjKRH9PcRNMwIIgpy4PSe,male,46,[],16,1564
1193,Ashe,6P5NO5hzJbuOqSdyPB7SJM,female,26,['alt z'],68,1524448
1194,Adam Lambert,6prmLEyn4LfHlD9NnXWlf7,male,38,"['dance pop', 'idol', 'pop', 'post-teen pop']",58,1584443
1195,Gazapizm,2boacFGRX1WIo7NFS8B0F2,male,0,['turkish hip hop'],60,3843318
1196,Xantos,3HPOnbuwLP2qlwWQ7cgxYW,male,31,['reggaeton'],46,197301
1197,Ziv Zaifman,2cQr2KbzdRtIFlfbHGnNsL,,0,['show tunes'],53,12628
1198,Mc Pocahontas,56yC2Kq7eS346CgJpld4Bc,female,25,['funk carioca'],22,419747
1199,Stunna 4 Vegas,44IvvHRk2XF243QLA2VOa8,male,0,"['north carolina hip hop', 'trap']",59,812622
1200,IV Of Spades,4k9wp4ipHdA1bu1T4x1ZTG,mixed,6,"['opm', 'p-pop', 'pinoy trap']",61,2858261
1201,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,mixed,16,"['brighton indie', 'garage rock', 'modern rock', 'rock']",65,2506539
1202,"Royce Da 5'9""",6DVipHzYsPlIoA0DW8Gmns,male,43,"['detroit hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop']",55,783153
1203,MC Rita,5yES5e4EJpUB0tfmWi3eao,female,22,['funk carioca'],43,69760
1204,Lena Raine,3Ww8GMbCDMAGwJJ2hd7z7z,female,29,"['indie game soundtrack', 'pixel', 'spectra']",55,187481
1205,Pashanim,34LetYSjEuG2fBb4Z8PwPg,male,0,"['german alternative rap', 'german drill', 'german hip hop']",68,595226
1206,Pia Mia,1BhWF9W2PngtPSyobKg0rP,female,23,"['dance pop', 'pop', 'post-teen pop']",55,2002459
1207,Taburete,40Ippe6JeofRURQ4nbF8DT,mixed,4,"['spanish pop', 'spanish rock']",58,430588
1208,Benjamin Ingrosso,7jEEE187pVG6InOxn03oA5,male,22,['swedish pop'],59,189568
1209,Elvis Crespo,1c22GXH30ijlOfXhfLz9Df,male,49,"['latin pop', 'salsa', 'tropical']",63,1085424
1210,Wiley,7k9T7lZlHjRAM1bb0r9Rm3,male,41,"['grime', 'uk dancehall', 'uk hip hop']",53,360632
1211,Blake Shelton,1UTPBmNbXNTittyMJrNkvw,male,44,"['classic oklahoma country', 'contemporary country', 'country', 'country road', 'modern country rock']",71,7273171
1212,Ed Maverick,3JSSjGYcIkgsrz7892CelT,male,0,"['chihuahua indie', 'indie triste', 'mexican indie']",67,3064055
1213,Marwa Loud,46wEUZyujVrFSrdCnTKQmV,female,23,"['french hip hop', 'pop urbaine', 'r&b francais']",54,1913897
1214,Trap Capos,2pQAUIesBqfT87PaM1ijtk,,0,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",65,630783
1215,American Authors,0MlOPi3zIDMVrfA9R04Fe3,mixed,9,"['modern rock', 'pop rock']",63,1569107
1216,Louisa Johnson,5IHqlcCbQkyhWl0KmIwgeq,female,22,"['talent show', 'uk pop']",45,289019
1217,PDL,0iqkVK6sTXi7DZWWOeKy8Q,mixed,0,"['pinoy hip hop', 'pinoy r&b']",52,129163
1218,Hook N Sling,3iN9k8uvm4WrgdlOigOH8D,male,0,"['australian dance', 'progressive electro house']",49,30520
1219,Suzanne Vega,3X0tJzVYoWlfjLYI0Ridsw,mixed,6,"['lilith', 'new romantic', 'new wave pop', 'permanent wave', 'singer-songwriter']",53,473773
1220,Pyhimys,3MaQwUQBigrjcMYHk8bDKm,male,39,"['finnish dance pop', 'finnish hip hop', 'finnish pop', 'suomi rock']",45,91268
1221,Timal,2ptKt4yP4mYRZmvi09JYyi,male,0,"['french hip hop', 'pop urbaine', 'rap francais']",59,1182738
1222,Antti Tuisku,54CMkgIraCOO9pSRfPKiKt,male,36,"['finnish dance pop', 'finnish pop']",46,172783
1223,Elisa,2ARH58Hit3yC6ziGdhma23,female,42,"['italian adult pop', 'italian pop']",60,1251723
1224,Ángela Aguilar,3abT87tqQ4Q5PA5nw6CYyH,female,16,"['mariachi', 'musica mexicana', 'ranchera']",69,852524
1225,Miky Woodz,1pf0MPKfKdvS8J779mS1Ay,male,0,"['reggaeton', 'trap latino', 'urbano latino']",66,4117570
1226,Cedric Gervais,4Wjf8diP59VmPG7fi4y724,male,41,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']",62,104568
1227,Omarion,0f5nVCcR06GX8Qikz0COtT,male,35,"['dance pop', 'hip pop', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",59,2859499
1228,Craig David,2JyWXPbkqI5ZJa3gwqVa0c,male,39,['british soul'],61,878295
1229,La Marisoul,71thoyIIWlcK2fL2dCSsCE,,0,[],52,6866
1230,NSTASIA,2BBgFkNBBMln3m2G2Bm2bt,female,0,[],45,19336
1231,Filipe Ret,7gJN8W0589FisSYJS17K54,male,35,['pop rap brasileiro'],73,5313384
1232,Orochi,3rfM2cGqF6DB0kUyytMkXx,mixed,16,"['brazilian hip hop', 'trap brasileiro']",72,4340462
1233,Márcia Fellipe,3OxZ4asD88P1lJJmLcXz4K,female,41,"['forro', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",50,2119824
1234,JAY1,0BKx4UjPvXVGY15u0xFbbi,male,0,['uk hip hop'],56,446950
1235,Ant Wan,51TXQniEQkYh89tfLjiuSy,,0,"['swedish drill', 'swedish gangsta rap', 'swedish hip hop', 'swedish trap', 'swedish trap pop']",62,214437
1236,Noizy,2SabhGDiBSyaM6QSuBUVqB,male,33,"['albanian hip hop', 'albanian pop', 'greek trap']",60,567667
1237,Andry The Hitmaker,6hb3ftxbKAFsOiNCdFbyzJ,male,0,['italian hip hop'],63,13170
1238,Up Dharma Down,3wbCeEPAW6po7J46netxMT,mixed,16,['opm'],58,1048782
1239,Luiza Schmidt,6cGebk3cSumbL2uYiLp2tV,mixed,5,[],53,602
1240,Dasoul,0lNg9YtW8USxeZZnEqz3RQ,male,30,['electro latino'],40,213749
1241,MC L da Vinte,0lHB0Qc4pmD5RkTLlHeESo,male,0,"['funk bh', 'funk carioca', 'funk mtg', 'funk ostentacao', 'funk rj']",58,871491
1242,MC Gury,6fOyYqdh6p0ZWLs9zUDoyt,male,0,"['funk carioca', 'funk mtg', 'funk paulista']",55,428406
1243,Danny Romero,30HlKUFTsqlFQsPfyv2yuM,male,25,"['electro bailando', 'electro latino']",48,407785
1244,Night Skinny,2E6AK3UPEGCvjnzuygCh2h,mixed,0,"['italian hip hop', 'rap siciliano', 'trap italiana']",61,198270
1245,Clever,5yy76ufVriyvidNSvXlRU1,mixed,23,['alabama rap'],56,75666
1246,Evelina,3KgHd8tKiKYsazNkydQgYM,female,25,"['finnish dance pop', 'finnish hip hop', 'finnish pop']",45,89586
1247,Isaiah Rashad,6aaMZ3fcfLv4tEbmY7bjRM,mixed,49,"['hip hop', 'rap', 'tennessee hip hop', 'underground hip hop']",66,1365629
1248,Yasin,6rYEqmajzlhGVaayOJ2bpJ,male,0,"['swedish gangsta rap', 'swedish hip hop', 'swedish trap', 'swedish trap pop']",64,249495
1249,James Hersey,0lzV2CiahHRiGd6qpADtPS,male,32,[],44,54318
1250,Brisia Jodie,0GxxkBLH2uLa4b3URWudGb,female,24,['indonesian pop'],56,1343914
1251,Sodré,07qgzS86XBNsyrY6MAVDAc,male,18,['funk carioca'],50,23425
1252,Mc Pedrinho,1etNnR2SdlelBQAICa2Q5m,male,18,"['funk carioca', 'funk mtg', 'funk paulista']",67,4675857
1253,Klingande,1L9i6qZYIGQedgM9QLSyzb,mixed,7,"['deep house', 'pop dance', 'tropical house']",55,513902
1254,The Kid LAROI,2tIP7SsRs7vjIcLrU85W8J,male,16,['australian hip hop'],80,4962402
1255,Emms,2AkaK2DXdBUWYjpwOHoKs2,female,0,"['dutch hip hop', 'dutch rap pop']",52,11766
1256,ECKO,2Jb9jVnCpWkXtoGznFJ6bF,,0,"['argentine hip hop', 'trap argentino']",62,1225062
1257,Gabry Ponte,5ENS85nZShljwNgg4wFD7D,male,47,"['eurodance', 'italo dance', 'slap house']",70,461469
1258,Kay One,6VjbeCqoayiHYnefrisskv,male,35,['german pop'],48,399060
1259,Theresa Rex,6t9tbRO9Lv6Oq6xtVwfdrn,female,0,['scandipop'],44,7619
1260,Wanz,56xTxG4nQMAs1GW9kvn0uA,male,58,[],62,4884
1261,AWOLNATION,4njdEjTnLfcGImKZu1iSrz,mixed,11,"['la indie', 'modern alternative rock', 'modern rock', 'rock', 'stomp pop']",59,2144091
1262,NSG,31Ua7zSTJxegjyd49ujbSA,,0,"['afrobeats', 'afroswing', 'uk dancehall', 'uk hip hop']",57,314919
1263,Janieck,1bZDq4po4dMIpN74Zendm0,male,0,['dutch pop'],58,44181
1264,Adamlar,1g4J8P1JWwanNyyXckRX5W,,0,['turkish rock'],60,1870973
1265,Ducon,5ZHFfmxPiRYohYVeUnOogj,,0,['pop rap brasileiro'],55,24309
1266,Antonio José,1dbp04JzZ81JXlMGupCnJ8,male,25,"['pop flamenco', 'spanish pop']",59,535047
1267,Asees Kaur,1sVmXkzX2ukc6QvasrDBES,female,0,"['desi pop', 'filmi', 'modern bollywood']",69,2330556
1268,Emir Can İğrek,4XP7cGw4t8BqZ8Du5q3bHg,male,0,"['turkish alt pop', 'turkish rock']",67,2605672
1269,Alligatoah,0r0R5nIjDY04TfxRM10Bcb,male,30,['german pop'],65,1150663
1270,Yanomi,6YgYCNwq3DkSXEd6kGxoZW,,0,[],50,19719
1271,Grupo Alfa 7,03TBR2ffZqsm38E9bXhSuZ,female,0,"['grupera', 'tierra caliente']",44,128726
1272,Icona Pop,1VBflYyxBhnDc9uVib98rw,mixed,11,"['candy pop', 'dance pop', 'electropop', 'metropopolis', 'swedish electropop', 'swedish synthpop']",64,714615
1273,Teflon Brothers,3zh3U2eQ64EhBFbJuxgf1M,mixed,13,"['finnish dance pop', 'finnish hip hop', 'finnish pop', 'suomi rock']",46,73713
1274,Fonseca,53KTldaJ8tHSkYU3nigfwP,male,41,"['colombian pop', 'latin pop']",66,2937881
1275,GIULIA BE,0kjGPGtoyKwKVOZAKmv5K6,female,21,['pop nacional'],58,732301
1276,Mr.Rain,59MLbXG0jLVwJup3KAd6m1,male,28,"['italian adult pop', 'italian pop']",60,1103714
1277,Matisse,77aLk6J8ofnVxa1eXK9jiU,mixed,21,"['latin arena pop', 'mexican pop']",66,1017259
1278,AURORA,1WgXqy2Dd70QQOU7Ay074N,mixed,21,"['art pop', 'norwegian pop']",71,3340275
1279,Halestorm,6om12Ev5ppgoMy3OYSoech,mixed,16,"['alternative metal', 'nu metal', 'post-grunge']",60,1408626
1280,Bea Miller,1o2NpYGqHiCq7FoiYdyd1x,female,21,"['alt z', 'pop', 'talent show']",64,3170442
1281,Karpe,3X23gpg1vPacr0hBARyxtN,mixed,20,"['norwegian hip hop', 'norwegian pop']",53,300374
1282,Ramiks,0JsGs5vw0BLS9x3dT79REB,,0,['dutch rap pop'],38,1202
1283,John Ryan,0AzePzRkYCXuYbuvzu6pmc,male,32,[],0,265
1284,Malik Montana,1Kjs5u8GQf6zCFdTj6SI9E,male,0,"['polish drill', 'polish hip hop', 'polish trap']",63,1059745
1285,LunchMoney Lewis,2iUbk5KhZYZt4CRvWbwb7S,male,32,['miami hip hop'],50,92487
1286,Calcutta ,582KhTHEVOONNQLmQ5612r,mixed,11,"['italian adult pop', 'italian pop', 'rome indie']",68,688149
1287,Nate Ruess,1qUjOF5fzrpoNycD36b2jZ,male,38,['modern rock'],62,230318
1288,Akon,0z4gvV4rjIZ9wHck67ucSV,male,47,['dance pop'],79,4174340
1289,Marion Jola,5Bh3L78YDNSWljRR1JO5C5,female,20,['indonesian pop'],50,761011
1290,Heffron Drive,5xQdu6vJP6leBN2eZTxIci,male,33,['teen pop'],29,112112
1291,Freya Ridings,5pDjmC5mRl7vDJhsjVwNfk,female,26,['uk pop'],58,379542
1292,Norm Ender,3S6gaE89XewFAvZqsMuJDJ,male,35,"['turkish hip hop', 'turkish trap']",54,1863125
1293,FSK SATELLITE,4UikIA2yhd0jVJSXD9IOJH,mixed,0,"['italian hip hop', 'trap italiana']",48,279563
1294,Franco126,2KkO9uXHF9BVNJASjLekAc,male,28,"['italian hip hop', 'italian pop', 'rome indie']",58,346159
1295,DJ Nelson,2ydZrTy8U3kOMOzx20s3dg,male,48,"['reggaeton', 'urbano latino']",70,1204258
1296,Boss Doms,57aMHpsX2SXTbLatmeEd6j,male,32,"['brostep', 'edm']",44,14784
1297,Bokoesam,2NFWbreVmIEJG0iqIvLDOI,male,0,"['dutch hip hop', 'dutch rap pop', 'nederreggae']",50,108982
1298,Carlos Rivera,39yVoqm6sYFvvqF1RciUVf,male,34,"['latin arena pop', 'latin pop', 'mexican pop', 'musica tlaxcalteca']",71,4469432
1299,Danny Saucedo,5tVyieWwN9j09jXUovK2zN,male,34,"['classic swedish pop', 'swedish idol pop', 'swedish pop']",46,159326
1300,Gulddreng,1twDsBPbUYeljharVfF6Lf,male,0,"['danish hip hop', 'danish pop']",45,56124
1301,DVBBS,5X4LWwbUFNzPkEas04uU82,mixed,0,"['canadian electronic', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'slap house']",58,1059834
1302,Laleh,62QZPjYQMoo5g56FP9Webq,female,38,['swedish pop'],50,764596
1303,Bryce Vine,1ShZZUjkbXCjhwrb18BA8I,male,32,['indie pop rap'],60,498605
1304,MODE$TIA,5VDo7VvWUs9J8N3VEoFpRR,mixed,40,[],35,47678
