,Name,ID,Gender,Age,Genres,Popularity,Followers
8418,Bryan White,45kyLFJs5SIEqyzfVopuSc,male,46,"['classic oklahoma country', 'country', 'country road']",46,103494
8419,Katerine,4cZaQkOF2BKQIwCOihdrCK,male,51,[],20,80
8420,Rene Karst,3upXQVqKZlTKRES3LQ9VjO,,53,"['carnaval', 'kermis', 'levenslied']",43,19544
8421,Anaïs Delva,2Bgww7ckP3Xo1L7hsAGPUN,female,34,"['comedie musicale', 'french movie tunes']",43,15011
8422,La Verdad,54h3j85gGrqCsfK8D0RuUM,,0,[],56,1526
8423,Nguyễn Trọng Tài,2UCPMrvFm42t3w5duYfQHl,,0,['indie viet'],23,38084
8424,SkandaU,21Q5VJotowNOhkOD2x2Cti,,0,"['bulgarian hip hop', 'bulgarian pop']",35,77875
8425,Rvshvd,4YTk2H7LWeoCgdoQ5umieQ,male,0,"['black americana', 'modern country pop']",53,95839
8426,Blade Brown,4E0mDf341TLViBbNefSrsK,male,0,"['grime', 'uk hip hop']",49,73511
8427,Mario Cash,1NmZEnCbCyf1O1bkTXZhDB,male,71,"['dutch hip hop', 'dutch trap']",35,30482
8428,Serani Poji,6JzJhoOtjzVLZpMi3Ppz3T,male,38,[],44,33541
8429,Alkaline Trio,1aEYCT7t18aM3VvM6y8oVR,male,26,"['chicago punk', 'emo', 'pop punk', 'post-hardcore', 'punk', 'skate punk']",54,375974
8430,Long3,5EZmxPSk3RuSe9jda5RGxG,male,0,"['greek hip hop', 'greek trap']",37,41086
8431,Kinder Malo,1Aoj8qX6kPfLTagb7qbKg0,male,0,['urbano espanol'],44,364929
8432,Rick Springfield,6IFXsrXBpwbIqtOUOiAa3p,male,70,"['album rock', 'australian rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave pop', 'soft rock', 'yacht rock']",57,809944
8433,Helly Luv,0lBdxuK0H39asKRIUxLzhm,female,31,['kurdish pop'],29,22888
8434,MIN,0IdAjS2LRieBR3gzoazdAw,,0,['v-pop'],54,1038121
8435,Migrantes,48R2gYdPKtfnfKAzhSVPUx,mixed,0,['cumbia pop'],71,352551
8436,Dieter Bohlen,7z56WnIZOTB7LcEt7tg9sx,male,66,[],38,64546
8437,Roxana Line,0e6wdB3lSwz4dKUKexdvdO,,0,[],5,796
8438,Ohm Cocktail,0Iq3RjRCQz2wGKoPzmRdfq,mixed,18,[],21,2074
8439,Le Rat Luciano,5QuZ9HdvnXcX8kEG782Phv,male,44,"['french hip hop', 'old school rap francais', 'rap marseille']",49,52386
8440,Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,male,65,"['baroque', 'classical', 'early music', 'german baroque']",75,4216717
8441,Kenny Allstar,2abTBfFq5PSoASI2PSysLV,,0,"['grime', 'uk drill', 'uk hip hop']",50,108804
8442,Simon Kvamm,1eis5tceZ7yFfPFIIgbMBZ,male,45,"['danish pop', 'danish singer-songwriter']",31,7514
8443,Claire Kuo,6OiFtK426XJWnOJ2HYlSbf,female,39,['mandopop'],43,155163
8444,Raleigh Ritchie,0IB0VjX9NSrGX6PjCXGVcq,male,30,['uk contemporary r&b'],41,203144
8445,Mike Malva,2ecYLXvIqFNANwwWvtOjap,,0,['trap argentino'],14,1256
8446,Berna Flex,5OsmmjIXutoS8LZ1MvuUp7,male,0,[],9,86
8447,Deniz Sungur,1hXwayeVBxuNZh1H31ZLMt,female,0,[],36,7496
8448,Çağrı Sinci,32d21ZV2sLX2sGdjefVMJg,male,0,['turkish hip hop'],46,105474
8449,Blacha,2oKq1qKPxxSBSgkPPHjRBb,,57,[],10,148
8450,Hiroomi Tosaka,4lsSLCTKrmfULsRivqAShx,male,33,['japanese dance pop'],39,189464
8451,Martine Lunde,22viLaDXyY28fd1WvDraoZ,,0,[],32,5175
8452,Maor Edri,0iJF1SR5EbHAtVFgAz5tWH,male,0,['israeli mediterranean'],33,136361
8453,New Community Church,5h5gtX8PCO1ir1CuAygcb4,,0,[],0,147
8454,John Reid,0pIk0qMYxCngTtC4Od3zV8,,0,[],30,604
8455,The La's,47Z8LEl3LnQkcpva0xSthT,mixed,37,['britpop'],55,219600
8456,Ellen Benediktson,3IXfNkd6BwjYA48aNCPDI8,female,25,['swedish pop'],12,1665
8457,Melanie Fontana,2CFNHBel5Q4lnOlXiOM09z,female,0,[],35,2423
8458,Otto Orlandi,3Usd0lK2XbWrrm85JWvdq3,male,28,[],6,5349
8459,Joe Weller,0VOGPk9LCPMxzjkiX5JdZF,,0,[],30,75556
8460,Mariachi Vargas De Tecalitlán,0JTujDbHVqhWAGl06aaW78,mixed,123,"['mariachi', 'ranchera']",52,468743
8461,Dj Digo Beat,2yeneyYRzEtwarcFfYdrEo,,0,"['funk mandelao', 'funk mtg']",33,1723
8462,Khalil Fong,1YrtUPrWcPfgdl9BaD9nhd,male,37,"['chinese r&b', 'mandopop']",50,347299
8463,Filmový symfonický orchestr,4FogApwkGJLnc2tflGrhlG,,47,['symfonicky orchestr'],47,596
8464,J-King y Maximan,6UBb8ZUUyarsyod6snflAR,mixed,0,"['reggaeton', 'reggaeton flow']",49,235819
8465,Urias,6BXiBj4eAZsiynbcmSRHUs,,0,['pop lgbtq+ brasileira'],52,162175
8466,Dudu Tassa,3AoetF4LFZLRJjfuy071mz,male,43,"['israeli pop', 'israeli rock', 'israeli singer-songwriter']",45,154964
8467,Yazid Izaham,4rZurml1Hq4rtwISdABqbd,male,0,['malaysian pop'],32,35302
8468,Fatih Bulut,4QYrSz56GbbWzazB3ykW7G,male,0,[],40,28837
8469,E-girls,6CKN3GUiWMrESH1RKn3ecz,mixed,8,"['j-idol', 'j-pop', 'j-pop girl group']",44,485941
8470,330am,6MmZD1Xsm0J90DhGMYPe4f,,0,['reggaeton chileno'],17,8538
8471,Fatal Wounds,2ULX73JqLsG86ysU1yjJBV,male,0,[],7,620
8472,Sofia Källgren,09OnYkvpmVXXKqr2yHAIuL,female,49,['classic swedish pop'],42,8840
8473,Adira Suhaimi,3BwdkvUUHLP8pZj9hN4FiF,,0,['malaysian pop'],29,11638
8474,Angel Lopez,0w57qOEVTcqs0bLyFJ7Q52,male,0,[],54,6974
8475,Big Boy,5bVQN1TENxjVjWXNHHpflG,male,45,"['latin hip hop', 'reggaeton']",55,180673
8476,Bastiaan,1GbRrFjT1GzRrNUdVgtul2,male,49,[],19,365
8477,Few Wolves,2XCIrsEyHj7GJ979n7n2aI,,0,[],24,962
8478,Fatih Bogalar,0j0azdrmaf1ryrBsB3M1DG,male,0,[],29,5269
8479,DJ Wirtual,1vjuwmi1StdAFvPzOStUaF,male,0,[],27,214
8480,Shanee,6Zs9HeanpKAiShvaMkwB4w,female,0,[],9,107
8481,Mr. Saik,7fzjOp0zWBmu7M5R7kZW60,male,0,['panamanian pop'],45,65937
8482,S10,1zT9SWCzN45r7oVhy0VYLK,female,20,['dutch pop'],57,72690
8483,Spike Jones,117YLv0bvUKDzQgaHwTF7b,mixed,22,['comic'],29,10840
8484,Detail,4sglKanXuoU0gqGYP3wiNv,male,0,[],43,2771
8485,Charles Vicomte,17jayca0vxI4ZMPhGjgt4J,male,0,[],19,625
8486,Blake Rose,7wLyGTO9vUS7ndlq4BvBGe,,0,"['australian electropop', 'singer-songwriter pop']",51,105559
8487,Darleens,5whHVnn6YwaJeQSEMRwFOn,,0,[],31,173
8488,DJ PaCo,6YxjAAOm4MVd55JQM8ijbG,,0,[],41,4927
8489,Vazquez Sounds,7M5Z4j6N9k2Jd3CukFUv5e,mixed,0,['latin arena pop'],44,135550
8490,Belmondo,3LDKqGmw6GyxO81YdtMAgl,mixed,14,['polish underground rap'],42,30355
8491,Dano,3lIsPQW0jN6sMpiWuiShF0,male,0,"['boom bap espanol', 'rap canario', 'trap argentino', 'urbano espanol']",46,63704
8492,BOY,7I7ObCLzhAnOchc4fCQiRX,male,30,['german indie'],43,155905
8493,Kiko Rodriguez,1YYp1qwJ7EAitFINQ7gOKV,male,0,"['bachata', 'bachata dominicana']",49,131870
8494,Ofek Hamalach,61EmiU0aHTJTACl7pRoxd8,male,30,['israeli mediterranean'],21,28014
8495,Young Lex,2GP0U8IbD2C8CeVbtuyDaX,male,28,"['indonesian emo rap', 'indonesian hip hop']",40,166860
8496,Pasi Rantanen,0AQ42fjyP2TseZdLf3UFZL,male,0,[],34,223
8497,Strapo,30qOUeQ7zwlxGl3Fl9LNzA,male,0,"['czsk hip hop', 'slovak hip hop']",41,65008
8498,ต้าเหนิง กัญญาวีร์,3CR3llAxCgUXA1hHBYXFQh,,0,[],31,28366
8499,Rylo Rodriguez,0gg11prPP6OqtUvBcKnPpq,,0,"['alabama rap', 'atl trap', 'tennessee hip hop']",60,422712
8500,Inder Chahal,2ZzyxohC32i649slMn9Kgk,,0,['punjabi pop'],53,2474340
8501,Sunnery James & Ryan Marciano,7kABWMhjA5GIl9PBEasBPt,mixed,11,"['circuit', 'dutch house', 'electro house', 'progressive electro house']",46,71730
8502,Cashflow,2Crbpgf26Q9ghKsXRaWrE6,,0,['turkish hip hop'],21,1475
8503,Selofan,1StVGGYOC5FM3aNpJQ74Vj,,0,"['dark post-punk', 'gothic rock', 'greek indie', 'minimal wave']",36,52796
8504,evening cinema,6NQ3DibpWMigY2cXJr9KYv,,0,['city pop'],40,18052
8505,Kristian Täljeblad,6yDQvB9RRZ1xjjPQbtJ949,male,70,['swedish idol pop'],13,2549
8506,Pluuto,4q0htxBpcwa69iFHEitLMx,mixed,0,[],0,29
8507,rusowsky,1XEVu7gdRFfzEFqsPrancH,,0,[],56,105830
8508,Jasko,64NNRZT3lIEnaavebMacBw,male,31,['german hip hop'],25,34629
8509,Cornershop,3Kf7VEIRWquxrNIuyJZnfF,mixed,29,['britpop'],45,55286
8510,Luv Resval,5l8WyvJ50fdSghK2ySNq1y,male,0,"['french hip hop', 'rap francais']",58,231463
8511,Goodbye Pants,5TqQ8UxZJcurn4NFyWdDzk,mixed,0,[],11,1410
8512,Michael Kiwanuka,0bzfPKdbXL5ezYW2z3UGQj,male,33,"['british soul', 'neo soul', 'psychedelic soul', 'soul']",63,1359941
8513,Joe Vasconcellos,4sGC7K2rSpWrWudBgYPMce,male,61,"['chilean rock', 'cumbia chilena', 'folklore chileno', 'latin alternative', 'ska chileno']",51,310409
8514,After 6,0BktO8RTDc7yeRo9smkz5d,male,0,[],26,576
8515,Ryan Blyth,2bno8n7e57sY3zRQw03YoV,male,0,"['deep groove house', 'house', 'uk dance']",30,8197
8516,Malisha Bleau,79id1T7fmhtFFooD8F4lZm,,0,[],25,320
8517,Standart Skill,2tHtwM1edk5g3zqMCPOfb6,mixed,18,['german viral rap'],34,89550
8518,Mavie,5SsiJy8NJMzYowqe2sN58e,mixed,0,[],27,3284
8519,Maire Brennan,6JIbdXrERgmH6Hn8mmjfUR,female,68,"['celtic', 'new age', 'operatic pop']",38,30681
8520,Legendary tah,6Xf52QclRfTMVtElrqjlyN,,0,[],28,307
8521,Pandora,44nb9BaqV2jVvxKCaXHwlP,female,50,[],60,303783
8522,Fianso,5mtaU1uKbVJpkeaBWK8JfQ,,0,[],25,8383
8523,Sam Kim,4BBN286rBKyCWsSPq2cxYO,male,22,"['k-pop', 'korean r&b']",55,443683
8524,Mark Battles,24SwsBq76FnNeXW9Do4wPI,male,46,['indiana hip hop'],41,47729
8525,MAJA,6cXE5RU6ad2uzeRUxh7Olj,male,0,['opm'],28,69181
8526,Tunji Ige,5fW1JQP4DfDyNqvYQ5m4Ju,male,0,['underground hip hop'],34,34934
8527,Oxmo Puccino,44bvfFf9VeGwVjK0QDqQ7O,male,46,"['french hip hop', 'old school rap francais', 'rap conscient']",48,228471
8528,Herrasmiesliiga,2iFeTrBiGkiGaODICi0wlm,mixed,17,"['finnish dance pop', 'finnish hip hop']",25,7998
8529,Estelares,6Nm62oNQCdPxVoiQtFSksF,mixed,26,['argentine rock'],54,446376
8530,Laguardia,2ZhhG9GPRjaccIAPEXF0e0,mixed,0,[],15,91
8531,Matheus Alves,1WA2YgK6RudLFgrIIPfUeR,male,0,['funk 150 bpm'],55,530
8532,Radio 3000,3W1715uFRerp7Qyl7tK49F,,0,[],14,378
8533,Jimin,1oSPZhvZMIrWW5I41kPkkY,female,29,['k-pop'],81,7006338
8534,Yasmine Yamajako,5TZMaBvTPuICA1EQAWjKWZ,female,0,['musiikkia lapsille'],30,410
8535,Kristīne Pāže,268zxDGpI4vbTQCPHwjgWm,male,73,[],20,415
8536,Linda Bengtzing,6IBNZlx6x6TbLUIJhXT4xV,female,46,"['classic swedish pop', 'dansband', 'swedish pop']",38,27692
8537,Pjotr,0gRFVzEkjFmFifMlqVlTta,male,0,[],40,16128
8538,Okke Punt,62eGoLRCLKqObqDkLfYDVP,male,28,['pop folk'],30,2875
8539,Happy Sometimes,0ckyh9j60j9NvpBOc0qiFa,,0,[],21,4712
8540,Reem,2d58BZUfGvr3SyaCnFArKX,female,0,[],40,11509
8541,LES ANTICIPATEURS,74tb4BL2gQ28BJicVAWsdb,mixed,10,['hip hop quebecois'],34,24922
8542,Dexys Midnight Runners,4QTVePrFu1xuGM9K0kNXkk,mixed,42,"['new romantic', 'new wave', 'new wave pop']",58,236264
8543,Kamaliya,0zW1Z8MPCF2XkoCLjH5JzE,,0,[],12,2192
8544,Anahí,0TeVa4xdLB8vdzjsvKH6Ri,female,37,['latin viral pop'],73,770987
8545,cinnamons,5aAe7DHdSJgTpBijaxTUaf,,0,[],39,44864
8546,Kumi Koda,2mGYHril2LuZodRtTX06BC,female,37,['j-pop'],52,618659
8547,Bligg,1q4LHoD7IzquqGQR4YZRQr,male,43,"['mundart', 'swiss hip hop']",41,79928
8548,Serosia,3TGi5nO6IrpOvWGvF41nLA,male,0,[],3,27
8549,Elijah King,4pdqUuVL0DtPf06XU0YkMr,male,0,[],33,5453
8550,why mona,5C1tex8vm00yFKTitiOnMU,mixed,0,['la pop'],50,74084
8551,Emiliano Brancciari,6Xdjhy4MawcCmBq5MYM5N8,male,42,[],30,5018
8552,Singapūras Satīns,3X4o7qy1ci4qtCVg2AtuXb,mixed,5,['latvian hip hop'],39,23859
8553,Bill Pinckney,6b4pQTH3Ui31puns5FC1RV,male,81,[],3,43
8554,24hrs,4isewEHTP7Az2QheDdBQ6J,male,0,"['atl trap', 'trap soul']",49,234068
8555,Carina Dahl,3nuhBdXXO0mnjugdrDxkmt,female,34,"['metropopolis', 'norwegian pop', 'trondersk musikk']",48,21682
8556,Emre Kaya,6f7gOUZno2LjhNgyXWg0fE,male,0,"['deep turkish pop', 'turkish pop']",38,170111
8557,The Real Group,4EIXOUTnf8Gtbk2kq4LYNK,mixed,36,['a cappella'],39,29902
8558,Josef Johansson,1tg6lkrJWEF1n3OxP9t6XW,male,27,['swedish idol pop'],19,1578
8559,Adrian Rodriguez van der Spoel,2MKagBIAEiZL7KU7v3Z1JK,male,0,[],15,80
8560,HEF,19jYIUigXsuCaRrl6VyYLs,male,33,[],12,28
8561,Black Moose,5ZrrJ5bj8IS5HLZxnZ4khM,mixed,30,"['swedish hip hop', 'swedish trap pop']",17,1995
8562,In Flames,57ylwQTnFnIhJh4nu4rxCs,mixed,30,"['alternative metal', 'gothenburg metal', 'melodic death metal', 'melodic metalcore', 'metal', 'swedish alternative rock', 'swedish death metal', 'swedish melodeath', 'swedish metal']",62,1137197
8563,E^ST,7ASucWaI33cepJbo74Hlo0,female,0,"['australian indie', 'australian pop']",35,66305
8564,Allday,2Ltr0s15RyvsjqWzSmiSRs,male,29,"['australian hip hop', 'australian trap']",44,94709
8565,Pilar Pascual,2I9yXr9A6I4IMV6aywoQf7,female,44,[],44,158585
8566,Santiago Saez,6cH6fFLynkDD94hGNqacHV,male,43,['pop argentino'],47,66604
8567,Paramba,2JJeLxFOub3q1h6GTKOOBi,,0,['dembow'],32,30179
8568,ASCO,0FpEluMjDj6Lvn1yHpMGIe,mixed,0,[],27,5154
8569,Matay,0mQ2KL6r4mA1roPZRD7iQJ,male,0,[],25,17811
8570,อุ๋ย บุดดาเบลส,0Fgl4IHmZqkO02s0aIAHuQ,,0,[],20,2569
8571,Miklo,2muYmO0gurO8rH82MSA2Fs,,0,['rap conscient'],27,33542
8572,Grzegorz Hyży,2JN7EU0IQBx2cWaHh23Mfm,male,0,['polish pop'],43,122975
8573,Ga'briel,658yLwciWiXBhJsRSRPC66,,0,[],4,218
8574,villemdrillem,5nZADoZFWVB90dHpk5zvXy,,0,['estonian hip hop'],39,8265
8575,HANA,224Zsim3dmWXWYUXFuHv0o,female,0,['dark pop'],40,125391
8576,Yuzmv,1cYA2rnKwpVYe9iVH3Djjm,male,22,"['cloud rap francais', 'rap calme']",53,156096
8577,OMVR,6AkOKJrWF8gbAw87VJGphH,male,0,['scandinavian r&b'],14,1881
8578,Jay Maly,5UhhpJRFc8vblKlFg9OYTy,male,31,['cubaton'],32,12149
8579,Saian,6ybd4tPF7McLj3BNhZavQi,male,37,"['turkish hip hop', 'turkish trap']",46,243749
8580,Simen Agdestein,1Zaa785WpHGFhn5VXOxBuQ,male,0,[],11,55
8581,RuPaul,2SdOKxC1sSxEyv8JYERaNe,female,59,"['diva house', 'strut']",54,720830
8582,Tim Christensen,14bt7qAPOSPw76Fc1WFGM6,male,46,"['danish pop', 'danish pop rock', 'danish singer-songwriter']",36,35234
8583,Damion Frost,7hJTjbk6L2FtRVgEhjKoTc,male,0,"['latin talent show', 'latin viral pop']",13,9878
8584,Stepherd,7pryKhNYemTWyd5gtHL1yf,male,0,['dutch hip hop'],31,1261
8585,The Product G&B,782IpIScTpnDhYb9hyxOu1,mixed,0,[],58,4058
8586,Kimberley Chen,1dVbVQZjRGDjQmHD8oiS8k,female,26,['mandopop'],45,164437
8587,atlas,395RUhnuJcbFdgp6nYZsih,female,56,['lo-fi rap'],41,163393
8588,Baskın,6uhUirLJBpM0fD5KoE1tTN,male,85,[],30,1138
8589,Queen Naija,3nViOFa3kZW8OMSNOzwr98,female,24,"['pop r&b', 'r&b']",59,2953679
8590,Patryk,7y8wHVO2qIN6POSu9j1Nwh,male,34,['swedish gangsta rap'],22,3369
8591,Jey Brown,7JHNWvS2I2vlj7wVbDRR1N,male,0,[],28,694
8592,Zwette,6J2749jPHYhAZUq79rsNi0,male,0,['german house'],49,20336
8593,Jamie Woon,1fUMEn4Yk7ZUloozE0fRLL,male,37,['british soul'],42,194830
8594,The Knocks,2x7EATekOPhFGRx3syMGEC,mixed,13,"['alternative dance', 'indie poptimism', 'nu disco']",57,223784
8595,Caetano Veloso,7HGNYPmbDrMkylWqeFCOIQ,male,78,"['bossa nova', 'mpb', 'samba de roda', 'tropicalia']",64,2206299
8596,Quesswho,4vNH1Mk5oaDohvd5k6EOER,female,0,[],10,202
8597,Nasrin Kadri,6kKweapGufuHSv5CXVURim,female,71,['israeli mediterranean'],38,104827
8598,Moneybrother,6O6kWwVAL4xK4G8SBcsNJR,male,45,"['classic swedish pop', 'swedish indie rock']",39,36427
8599,Cheb Rayan,2vHzXwfwVDsP4iKN8SezRR,male,40,"['deep rai', 'moroccan pop', 'rai', 'rif']",36,78792
8600,Fetti031,0bsQ8jCTdRt3F8R5nNU3hw,,0,['trap dominicano'],43,22126
8601,Valas,3zE5InDD74ETpPKj31203f,mixed,25,['hip hop tuga'],32,36806
8602,Vincent Wong,2zvpm9x2IQdzpTIPcxsBVO,male,0,['cantopop'],29,16001
8603,Fazura,4P0JsOTEOJEAGLAGo3R1Yf,female,36,['malaysian pop'],19,15666
8604,Markoolio,0cAOG10Gh3ORpBRZ9c7Zam,male,45,"['classic swedish pop', 'fotbollslatar', 'swedish eurodance', 'swedish pop']",43,72372
8605,Fat Les,4BHU68IINW0fZNRIvSOir5,mixed,0,[],22,2704
8606,DENIS TEOFIKOV,5QO5nSTzmwGYnTFsJb8Gq6,mixed,38,"['bulgarian pop', 'chalga']",37,62129
8607,Pastor Lopez,6Ud6RjvNXVe39mKiGUb7zE,male,74,"['classic colombian pop', 'cumbia', 'musica popular colombiana', 'tropical']",62,272045
8608,Victor Wong,70ht8hGTKjvbPJ37xVO9cW,male,0,"['malaysian mandopop', 'mandopop']",39,72349
8609,raissa anggiani,11k3Y6uyixbyGfgPl8qZTZ,,0,"['indonesian lo-fi pop', 'indonesian pop']",64,713921
8610,Arash Buana,3OFUmiZcD0AWtjOYFJVpwM,male,43,[],54,312104
8611,Gary Barlow,3ZcbVcd3fsf9qKK02UVzGB,male,49,['talent show'],45,359097
8612,Alizée,53deL58uye6fCqRK4COtR4,female,35,[],48,208768
8613,Oscar D'León,1c84wItoiAe1pEbpJMqUmQ,male,77,"['salsa', 'salsa venezolana', 'tropical']",56,1634821
8614,湯瑪仕與眾香港人,3uliDoM53tmgHUgFHLL5gG,,0,['hong kong indie'],22,6314
8615,MORGENSHTERN,0XNKQFs2Ewb3y0VsFUFc5l,male,22,"['russian hip hop', 'russian trap']",57,2020087
8616,Joe Reisman's Orchestra and Chorus,2qkfMoOIz3BqLD91C1B09a,male,63,[],39,90
8617,Bloody Hawk,4NKSnDH3KS823DGnHDDDsy,male,24,['greek hip hop'],58,286597
8618,Hans Zimmer,0YC192cP3KPCRWx8zr8MfZ,male,62,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",74,3635340
8619,Thåström,2PBhJmRqee1QAyQU2kBu1H,male,63,"['classic swedish pop', 'swedish americana', 'swedish punk']",42,99957
8620,Queen Latifah,5m7wCUhYhBh7A3A3YMxrbt,female,50,"['conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'new jersey rap']",50,198854
8621,Pauline Oliveros,27RypxD9VhgrvCg9QePTLi,female,32,"['acousmatic', 'american contemporary classical', 'avant-garde', 'contemporary classical', 'drone', 'free improvisation', 'laboratorio', 'minimalism', 'sound art', 'spectra']",23,29292
8622,Orquesta Harlow,7tR38XlRHmElbNAWRiHb9W,mixed,0,"['latin jazz', 'musica tradicional cubana', 'salsa', 'salsa international']",41,11596
8623,Jerra,6hh309xFm4gHz5AtDTKeBg,mixed,0,[],4,189
8624,Roxette,2SHhfs4BiDxGQ3oxqf0UHY,mixed,34,"['europop', 'swedish pop', 'synthpop']",68,2127042
8625,Martina McBride,3P33qFNGBVXl86yQYWspFj,female,54,"['contemporary country', 'country', 'country dawn', 'country road']",58,1352420
8626,Magga,7qhGUYTDm0naalpfFMdinO,female,0,[],36,11
8627,Evokings,2PHZw1JCGqwqxZdZ0tt222,,0,"['brazilian edm', 'brazilian house']",40,114831
8628,Black Roy,6yxfE0twqqGYJR8aIXfvvl,male,48,[],8,998
8629,Malta,17NbypXXnsLwf15wqq32IG,male,70,['brazilian rock'],42,289136
8630,Miroslav Vitous,0ztzt6g8n0NBcnwMGwMlxD,male,52,"['ecm-style jazz', 'jazz double bass', 'rare groove']",21,7939
8631,Ruuben,02j9XUBclCMsvYxjOoV1I0,male,0,[],34,270
8632,Crazy Design,3rQXUpppnyxRkQNxoLFtUV,,0,"['dembow', 'rap dominicano']",39,151541
8633,Payman,01Rh6oei872W6mW6Zz0ueQ,male,0,"['german hip hop', 'german r&b']",39,36936
8634,Alain Clark,68tIJ2KGC2bUs1cmIhJ9mW,male,41,"['dutch pop', 'dutch rock']",40,69622
8635,Sálin hans Jóns míns,2l19aqbqP2H5aKEUYCVM9h,mixed,0,"['classic icelandic pop', 'icelandic pop', 'icelandic rock']",30,9286
8636,Pratik Studio,0RtUBiNhBsOTwY3GQWFAVT,,0,['punjabi pop'],46,1328
8637,Kamal Kahlon,3e9ZR0XkxQ7Vdn8PmaWndH,male,0,['punjabi pop'],46,8376
8638,Param Singh,5VcLs7XsTFlhhaW3I4i4gC,male,24,[],46,171585
8639,André 3000,74V3dE1a51skRkdII8y2C6,male,45,"['atl hip hop', 'dirty south rap', 'hip hop', 'southern hip hop']",66,466423
8640,Lucas Marx,0byRxHbgxjX6AG33hitWAV,male,28,[],30,1935
8641,The King's Son,6odusjO6ZjjoV3IFlzSxoE,,0,[],28,4641
8642,Gana Balachandar,1GH0DojDQJeEKQ4BDMShAL,male,0,[],47,4581
8643,Os Hawaianos,6f6ccYxDNgsPCMemKceSY4,mixed,0,"['funk carioca', 'funk ostentacao', 'pagode']",44,174053
8644,Valete,32rAgIN6jhUQYhyoKa8agj,male,0,['hip hop tuga'],38,125697
8645,Hans Grants,1OSlBU2OY7jLMINgVqZpKB,,0,[],18,1054
8646,Agebeat & Kovary,3aT0UUU29tkYFOzPYoAXjy,,0,[],24,312
8647,Dorian Concept,2sriRQRt36DnfHtD68zZlj,,0,"['progressive jazz fusion', 'wonky']",32,46503
8648,Florian Rus,0UPJKLFhLR0GuiBZBLNAsd,,0,['romanian pop'],41,29114
8649,Majka Jeżowska,5mRRBVuAcuXIpJkqQ6KEOr,female,60,['polish synthpop'],38,7956
8650,Hasti B,6JoW2Fa1FjiFeH29OVVdfB,female,29,['swedish trap pop'],20,2868
8651,Chi Pu,6jRD85dsXJYn5vv73rqSGi,female,27,['v-pop'],35,350712
8652,BOL4,4k5fFEYgkWYrYvtOK3zVBl,mixed,6,['k-pop'],60,1841692
8653,Vijay Deverakonda,3k1eCPRO0dE0Q9YsRfh4vn,male,31,[],30,36328
8654,Dayzon,6alkoHzb8RhONA1EgiF295,,0,['danish hip hop'],22,3363
8655,DJ S.K.T,05z4P0nQO00HG5WeErugd0,male,0,"['deep groove house', 'house', 'uk dance']",37,41561
8656,Boy Teddy,14W9ZwBj7ccu21CPJtenCh,male,0,"['kizomba', 'musica angolana', 'portuguese pop']",35,28662
8657,Dj Ademar,1cvPuORQS4Mihsv28cWjpX,male,0,"['kizomba', 'musica angolana', 'urban kiz']",31,12666
8658,New Order,0yNLKJebCb8Aueb54LYya3,mixed,40,"['alternative rock', 'dance rock', 'madchester', 'new romantic', 'new wave', 'permanent wave', 'post-punk', 'synthpop', 'uk post-punk']",63,2071123
8659,Ramin Djawadi,1hCkSJcXREhrodeIHQdav8,male,46,"['german soundtrack', 'orchestral soundtrack', 'scorecore', 'soundtrack']",65,600627
8660,Sivan Talmor,4OuNFhB4UqOVluGG75fiWd,,0,"['israeli indie', 'israeli pop']",40,6582
8661,King$wag,6wsTn7LEBiWfqwBVF5ItdD,male,0,[],13,86
8662,Sam Concepcion,2P3aLwJ41aRYkyFFw2FRM7,male,27,['opm'],43,177828
8663,Toivon kärki,6AN2uTlJcu9F6dbspQiTZZ,mixed,0,[],9,640
8664,C-Kan,1QhaqxeqF9sipS2gwbEKpu,male,33,"['latin hip hop', 'mexican hip hop', 'rap conciencia', 'trap mexicano']",70,2753388
8665,Wilfred Lau,6Vfc2kpU520XHaSRDRdNCG,male,43,['cantopop'],42,33584
8666,Negrita,0Tuudqq2NACRXkvTQGazY2,mixed,29,['italian adult pop'],48,386540
8667,Luther Vandross,19y5MFBH7gohEdGwKM7QsP,male,54,"['quiet storm', 'soul']",62,2912464
8668,MAXIMUM THE HORMONE,3AMut7lAb1JjINkn8Fmkhu,male,38,"['j-metal', 'japanese metalcore']",51,292736
8669,DC The Don,3YYbAExunnHv5pW7GUZefk,mixed,46,"['melodic rap', 'rage rap']",54,288870
8670,Naezy,2oeTqp8DgAmtnP2WGc1OS2,male,0,"['desi hip hop', 'hindi hip hop']",35,695029
8671,Mayra Andrade,7uriYlc9ETgOg8VPFbdnbE,female,0,"['afropop', 'morna']",49,207088
8672,The Dibasic,3orqilYan1BIcNRCsf6GBq,mixed,63,[],0,4056
8673,60Miles,30QomnySAioA1rWq4ul2bO,,0,"['thai indie', 'thai pop']",31,43927
8674,En?gma,5pbBGJlVCUzwmdfd1Q1tEX,male,0,['italian hip hop'],43,189014
8675,Konex,1EArbtCy5GrFydhn1Oq4hY,mixed,0,['czsk hip hop'],35,57473
